ID;Actif (0/1);Nom;Catégories (x,y,z...);Prix de vente TTC;ID règles de taxes;Prix d'achat;Référence;fournisseur;Fabricant;EAN-13;Quantité;Caractéristique
2204;0;Bulgari 0BV6105B 20148H;82,69;169;1;106.17;0BV6105B 20148H;3;30;8053672887433;10;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:57.7mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:violet_660099
2205;0;Bulgari 0BV8206 501/T3;82,69;239;1;147.83;0BV8206 501/T3;3;30;8053672904192;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
2206;0;Bulgari 0BV7032 53134Z;82,68;189;1;118.67;0BV7032 53134Z;3;30;8053672904253;10;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
2207;0;Bulgari 0BV6106B 20144Z;82,69;219;1;135.33;0BV6106B 20144Z;3;30;8053672904734;10;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:gris_606060
2208;0;Bulgari 0BV6109 128/87;82,69;219;1;135.33;0BV6109 128/87;3;30;8053672904888;10;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
2209;0;Bulgari 0BV6108 20148H;82,69;219;1;135.33;0BV6108 20148H;3;30;8053672902891;10;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:16mm,Largeur totale:272mm,Hauteur d'un verre:52.6mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:violet_660099
2210;0;Bulgari 0BV8207B 54494Z;82,69;219;1;135.33;0BV8207B 54494Z;3;30;8053672904178;10;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:270mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
2211;0;Bulgari 0BV6053BM 376/8D;82,69;179;1;114.5;0BV6053BM 376/8D;3;30;8053672480177;10;Longueur des branches:135mm,Largeur d'un verre:60mm,Largeur du pont:16mm,Largeur totale:271mm,Hauteur d'un verre:51.2mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:violet_660099
2212;0;Bulgari 0BV8120B 501/8G;82,69;169;1;106.17;0BV8120B 501/8G;3;30;8053672080650;10;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.7mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
2213;0;Bulgari 0BV8141K 519313;82,69;439;1;275;0BV8141K 519313;3;30;8053672289350;10;Longueur des branches:135mm,Largeur d'un verre:54.1mm,Largeur du pont:19mm,Largeur totale:262.2mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
2214;0;Bulgari 0BV5034K 393/83;82,68;439;1;275;0BV5034K 393/83;3;30;8053672433418;10;Longueur des branches:140mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:275mm,Hauteur d'un verre:54mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:marron_582900
2215;0;Bulgari 0BV5036K 395/81;82,68;319;1;202;0BV5036K 395/81;3;30;8053672433364;10;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:47.4mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
2216;0;Bulgari 0BV8161B 53634L;82,69;149;1;95.83;0BV8161B 53634L;3;30;8053672414882;10;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:18mm,Largeur totale:270mm,Hauteur d'un verre:48.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
